tweet,sarcastic
brother off on a night out and ive go to bed co i feel exhaust and sick excellent 👍🏻,1
the app store be an economic miracle 🙄 but apple magic not work today at #antitrusthearings #apple stifle innovation that be the lifeblood of our economy lucy mcbath speak some truth today #housejudiciary,1
i love how they blur out tristan face in this season of the kardashians lmao like hmmmm i wonder who that mysterious man be,1
in sunny spain at the moment hows it all in england,1
my super power be always bite into the sour cream side of the burrito no matter what,1
if you display your pop funkos in the box then youre a tory,1
#happybirthdaykeanureeves keanu reef be so wholesome ☺️,1
dont worry 20 something people who follow me here i brush my hair for the first time in a week today i know impressive,1
and with a plentiful supply of rhubarb,1
hear kendrick perkins refer to alec burk a alecs burk like he attorney general gt gt gt gt,1
wait didnt covid go away it after november third so it definitely should be go now wait im confuse 121 000 case in a day youre tell me the whole world didnt fake a pandemic for the u election no way,1
we really need to remind people that universal healthcare mean never need to sit through another annual explanation of benefit meet,1
wow i leave on time today and the airport connector be all the way back up love that,1
maybe i be a cyber bully,1
florida you literally have one job,1
andrew really try to explain to me that football and rupauls drag race arent the same thing when it in fact be the same thing,1
day 5 of people be mad about ellen sitting by gw bush be when well finally get to the bottom of this,1
cool guy in a big truck honk really long at the garbage truck because it slow down to turn i felt he want everyone to know how cool he be so i decide to tweet about it on his behalf,1
not olivia rodrigo traitor in the background #loveisland,1
ive never have protect sex,1
duodenum jejunum and ilium would be cute name for triplet dont me,1
only yell at one person while bike home this evening improvement,1
be 100% go to post another photo with 5 hole in a fence 5 day before lover be release isnt she,1
the fact that break school shooting preventable be an actual headline on nbc tonight be actually laughable,1
i love when i start choke on my water in my 8 person class,1
whoop diddy scoop poop,1
mr shatner whilst you be sleep you ask me to join facebook messenger and then after a polite conversation you then offer me gold necklace and a singed sic tee shirt you make my friday night sir just await your instruction so i can wire the money,1
be it illegal to discriminate against someone on the basis that they have a joker tattoo,1
it be 20 hour and i want another chai latte with pumpkin cold foam i cant afford this,1
it would be a real shame if people share this around and fill it with fake info people should definitely not do that 😉,1
well do henri cost u the win #nffc,1
i love not be pregnant so much it my fave thing about myself,1
buy really rare pokemon card,1
you like ketchup but not tomato grow up,1
big day in the mumford house #sports day,1
you be a right bundle of laugh to take to the picture draft,1
if i could have change anything about my childhood i would have never watch spongebob no one,1
#bbcqt it sure would be nice if m may decide to answer a question rather than dance readily around it,1
do anyone not know prince harry get engage i dont think there be enough in the news about it,1
make your husband agree to let you die first fun date topic for discussion,1
im ollie im 58 and i think my 57 boyfriend be short,1
tonight dinner i sit by amp chat w the former chancellor of ole miss a former miss m amp the owner of the miss america pageant casual,1
wow this growth spurt be really take long than i thought haha,1
quarantine day 256 dear ancient greek re the blanket wear i get it #quarantinelife,1
my bf take my off his lock screen which obvi mean he cheat on me,1
gonna go cry now some no face tell me to lose weight x,1
margaret thatcher be trend have 2016 take another one,1
hear me out the lyric in coney island shouldve be lose again with no surprise disappointment close your eyes fix it for you 😉 #evermorealbum,1
at least half of my day be still bad day and let me tell you ive never once kill 8 people because of it a true miracle apparently,1
of course the moment i front the system be in utter chaos 🥴,1
day 38 of quarantine be an interesting time to get a new drum kit neighbor,1
hate this site chirpbirdicon,1
do you know there be a direct correlation with how cool someone be and how high they cuff their pant,1
would love a cheeky mcdonalds breakfast before a busy day at work would set the day off on the right foot 💓 #fancyamcdonalds,1
i swear this triller event be run by teenager,1
what kind of sin have yall be commit for god to punish u with this kinda weather,1
im really look forward to not hug my friend and family through choice rather than by law,1
men will literally fake an injury on the football field instead of go to therapy,1
i dont think republican have any self awareness or any idea of how the world work nice try though,1
there be not enough people here #ivoryrooms,1
i love online shopping because if i be physically in a store and an employee even look at me i will immediately leave,1
who let the laundry pile up 5 basket goodness,1
boehner not clap for gender pay equality cool,1
drop in center to let people get the 1st or 2nd vaccine open today i go think i be able to get my 2nd one wait in the que 30 mins sits down arm ready to get sorry your 12hrs to early we cannot vacinate you till 56 day #seriously,1
im concern about the environmental impact of my contact lenses say the occasional daily wearer throw their starbucks cup in the test room bin,1
shout out james boswell #unibowl,1
surely youre not suggest that their own thorough investigation of their own suspect lt fraud gt which find no evidence for say lt fraud gt be carry out with anything but the very high level of integrity seem completely legit to me,1
say swear you didnt down all bevs at acapulco straight after 😘,1
i get call ugly on twitter by an uneducated teen who refuse to show his face im gonna cry myself to sleep😭 im in gut wrenching pain,1
it true every time my little cousin put on their mask they choke to death and have to be revive it very stressful for u,1
just dislocate my fuck knee again while out on a walk 🙃🙃🙃 fab,1
headache that last all day nonstop🥰😍,1
piss off at and just want out of my contract but im sure that would just be way too easy ugh,1
football be turn into an anatomy lesson cool,1
ah yes people with eat disorder famous for easily be able to not worry about their weight,1
a if i didnt know this anyway im an owl accord to the #bbcbodyclock quiz what be you,1
i would kill a man for a forehead kiss rn,1
mental shoot out end silent pause siren start 🚨 always so perfectly time 🚔🚓👍🏽 #lineofduty #lineofduty6 #lod6 #lod,1
love be call the devil for take away someone phone at summer school🤗🤗🤗,1
everyone pls stop shooting firework my dog be scar,1
i love day when rob work short call and be only at the hospital for check watch 13 hour,1
bad timeline,1
thanks for disrupt your narrative continuity with commercial break preview #spoileralert,1
i love how i literally just finish watch the fifth hp film and then turn to my mum and say love a good bit of character death on a sunday the dsmp lore have utterly ruin my attachment to character and how i see story now i be a broken woman,1
i go outside today and suddenly my depression be cure,1
cant wait to be back at uni so i can order more shoe and clothes without my mum tell me off x,1
love when the train stop in philly and everybody board and of a sudden it smell like a ham sandwich,1
thanks for not inform me that my click and collect order have be cancel when my account say it ready to collect my partner have have to travel unnecessarily to stafford and we still dont have our shopping good diet i guess have to wait for my 26th delivery slot,1
my dream be to be leave alone,1
shock how be i suppose to tell the kid theyre not go to disneyland on june 21st after all it already be cancel 36 time,1
oh really,1
we happy,1
first day of work and ive already cry on the job 👍,1
the fact i nearly froze on my way to work this morning be definitely a sign it not summer anymore #freezing,1
damn imagine be vaxxed and then get a cold and then lose your taste and smell oh wait,1
be this first cybex isokinetic dynamometer #prs2021,1
how you gonna ask me how im do on this fine labor day while youre off a im ring you out on labor day how do you think i be 💀,1
apparently it national sibling day idgaf 💀,1
work out 2 day in a row i be quite literally the epitome of health and fitness,1
yes i have little interest in do thing that apply to me,1
if you ever want to know what it feel like to have dyslexia i would recommend the book house of leaf,1
i know right he even want poor people to be healthy because he be basically a fucking communist what a hippie,1
let listen to dylan petit over actually doctor biologist and epidemiologist 🙄,1
dont let people walk all over you or breathe on you either one,1
kepa have a great game,1
i be start off my day by watch a dragon den special on deborah meaden and eat a pot noodle my life be perfect,1
well do with the good coaching now available can we expect a decent wee victory tomorrow 😅,1
michael saylor be efficient in his line of question feel like more an interrogation 😂⭕️,1
id like to thank middle age men watch the olympics for solve the mental health crisis get someone to shout get some perspective at every athlete struggle with anxiety will definitely solve their problem,1
do ur dad hate you for no reason or be you normal,1
i miss walk up 3 flight of stair for class and have to catch my breath in the bathroom 😩,1
this be my 3rd time take a biology course and it so easy wow i love biology so much im so glad im so good at this subject,1
hot dog eat contest a a form of assisted suicide,1
be 20 year old and go to concert with my mom mean i can scream all the no no lyric bc im an adult,1
itd be nice if missguided actually have stock for once🙂🙂🙂,1
first game not start when it suppose to a ucf tradition,1
have a bad week but what else be new at least i finally get pay 💕😭,1
im about to just walk into a place and start work then and there and theyll have no choice but to hire me on the spot,1
just stick my entire hand in a hot oven without think about the consequence self preservation be clearly my strong suit,1
turnover be the best band to cry to drive to daydream to fall asleep to reminisce to die to,1
congratulation to trump on his second impeachment it a tremendous achievement borne of hard work focus and dedication record break historic bigly #impeachmentday #trumpimpeachment2,1
yeah i enjoy some oregano on a nice pasta dinner dump oregano on mac n cheese,1
everytime i swipe through bumble when im bore i just get sad that no one have the same complex interest a me rude 😤🙄 j,1
sit next to the world loud mouth breather on the first day of class do a really good job of demystify grad school for me today,1
every date i go on i get a little scared will be phone swap,1
nothing warms my heart more than see everybody come together and attack westsides administration ❤️ #wycopride #yeeyee,1
blatantly obvious that lionel messi be now set for a move to leeds the newells old boy network,1
cant wait to get home take a big as antihistamine and roll in some topical steroid damn it skin what do i ever do to you,1
tit for tat butter for fat you kill my dog i eat your cat be a liberian proverb for an eye for an eye my ancestor be spittin,1
aware she be not a tennis player when she leave canada at 2 yr old aware she do not pick up a tennis racket until 6 year old aware last12 year train at the same tennis club in bromley kent england the girl be british no hater or doubter will take that away from her,1
be not aware that crocs be appropriate business casual attire,1
on a scale from 1 to 10 how deeply be your childhood influence by the hannah montana 2 meet miley cyrus double album this be for research purpose,1
oh youre a real anime fan name all the boku no pico character ill wait,1
base confidence and believing in proper eye contact pilled,1
replace pelosi #nancy,1
oh sure the micd up pitcher at the mlb all star game can say god dammit but when my 13 year old softball player say it she get a language warning 😂,1
one of them smonks weed so it super worth it s,1
sureeeeeee you do,1
bart be close rn in oakland so i cant go to work im so upset,1
just redownloaded the app let see if it improve my exercise routine,1
just sign up for apple ping tell it i like classical and it point me towards lady gaga it take a certain genius to be this crap,1
im go to cut off contact with every single person i know and emerge in a few month o a year from now have lose the ability to physically speak but be able to play the mean fucking accordion youve ever hear in your pathetic little life,1
it funny that you guy thought sport matter during a pandemic i simply can not imagine care about a winning streak rn,1
ah yes of the course the summer rain pours when im on foot,1
keanu reef be kill his role in ozark season 3,1
get stop by tesco security be the highlight of my day,1
yay for be lock out of your own house because you forget your key,1
crave an ice pick lobotomy on this friday afternoon,1
my favorite thing about my grandparent be that theyre so afraid to talk about me be gay that our catch up phone call be incredibly short 💘,1
my coworkers play this fun game where they try to describe bar in la crosse amp have me guess which one theyre talk about,1
the fair weather fan in all of these thread wake up call fleury be a human be surprise,1
whoa thats a little too crazy man slow down,1
wow liam neeson be come across a a rational man isnt he,1
no joke air fry twisted tea be the best,1
i find it hilarious that black and white or all or nothing thinking be consider a cognitive distortion and be a symptom of several disorder and yet it remain a pillar of american and western culture it almost like our culture be toxic 🤔,1
it would be nice if my body would let me sleep,1
so worried about him but if youre look to save him base on the topography id say it somewhere on the east coast perhaps the carolina,1
all the shade i have be hear about ben platt be unbelievable a a teenager in the movie boggle me do nobody have any memory of grease name 1 actor on that film who believably look high school age,1
drum and bass be dangerous stuff dont you know #fabricreview 🙏🏻🙏🏻🙏🏻,1
the manly thing i can think of be when the men from the world cup passionately sing their national anthem,1
love a good cry 👌🏻,1
perfect way to end a 2 hour deley get stick on the tarmack at wait to go to a gate for almost an hour 🙄,1
if your website still have a google plus share button forgive me if im not trip over myself to take your information a credible or current,1
it too bad i forget how to play my clarinet so close to my recital,1
but clinton email oh emm fuck gee clinton god damnèd email the humanity of it all 🤮,1
crispy all day every day over here ✌🏻,1
yes the racist be so cool,1
put the toilet paper roll on so that it hang under instead of over be a crime worthy of the death penalty,1
synthwave community really love pessimism dont they haha any upbeat energy and people get upset at ya,1
but how can we possibly deal with a human experience we havent first relentlessly quantify,1
the drew barrymore show be an absolute trainwreck like the tony danza show every two minute be a clip for the soup,1
it soooo great that ive take pain medication and my back be still hurt 😩😩😩😩😩😩,1
turn 25 today but wake up with $600 from the irs in my bank account so quarter life crisis have be postpone,1
only a a president a strong and decisive a would force the fda to ok a drug even before clinical trial result be in no need to wait for such silly formality people have be take the drug for year and most be still alive and fine #oktotry #gotrump,1
i reverse image search a selfie and it under visually similar image it be exclusively asian woman my be i white passing narrative be quake,1
also that jacket he wear yesterday im gonna rip my eye out,1
despicable tweet my liege,1
lovely day to be stick at the mall with a dead battery,1
so now that it not get ban should i download tiktok,1
horse dancing be my new favorite olympic sport i have no clue whats happen but this be incredible,1
i just love when twitter decide to reload the timeline second after you just open it up and be in the middle of read it,1
somebody tell these bird to be quiet because they not listen to me,1
this bruh rly tell me ur anger issue be my playground🥰 so uhh hmu if u wana be friends bc i need new one k thx,1
this just in phobia can be choose and you can get rid of them by just not be scar 🥰 s,1
every time i send my mom picture of me and one of my friend do fun thing the first question she ask be if be on a date what be you try to tell me mother,1
be gofundme account a form of socialism i dont have enough money to pay my bill so let me create an account an ask for money to help pay my bill,1
not to alarm anyone but i just saw spider man by uta,1
tell the liverpool player to get some beer and just sit on the grass for the full 90 min let leeds score a many goal a they want #notoeuropeansuperleague,1
omg thank u for point out that i apologize too much 🙏,1
imagine not like football 🤣,1
arent you happy i give you less competition for rank,1
my dad just say to me hey youre kinda skinny can you slip behind the fridge to look at something and it might be the nice compliment ive ever get so guys go tell your girl you think shes kinda skinny🥰,1
someone in the pub just describe the england team a a bunch of marxist make you proud doesnt it,1
yay snow day i can work from home oh wait,1
the audacity of the neighbor to mow the lawn while im try to sleep at 6 30pm,1
youre all sickos for be mean to trump so much for the tolerant leave 🙄 anyways george floyd have it come,1
gosh sunderland twitter be a fun place to be tonight isnt it one game one game,1
if only people would care a much about poverty and social equality the way they do jump up and down for team remain or team leave,1
i hate it here ❤️❤️❤️❤️❤️,1
when youre feel all in your feeling but a certain best friend be make you see reason and maybe youll be okay so damn rude 😤,1
love it wen people try and stop my friend see me looooolll,1
2 x sand eat toddler for sale no previous owner dm for detail x,1
day 2348 in lockdown never in my life do i think i would utter the word ive disinfect the chocolate #coronalockdownuk,1
absolutely no response from luna cinema and my completely factual review on see ticket have be moderate and will not be publish 🤔 great to see look out for their customer excellent customer service all round 👏,1
so our landlord just bring in new sofa which be lovely but in the process break a table someone cup and spilt tea on the carpet and leave say you should probably clean that up thanks darren 🖕🏼,1
thank you to for organise pizza and ice cream it be a lovely end of year gesture 😁💕 happy holiday everyone time to collect our time owe in lieu 😅 #summerholidays,1
yes you can break all the rule for christmas and risk serious fine and kill your loved one with a deadly virus or you could ✨stay at home✨,1
entry level job that require 3 year prior experience 💕💕 ly 💕💕,1
anyone else hear some like thunder or something,1
why be the weather have a mid life crisis,1
rose be red violet be blue my first love be championship manager tommy svindal larsen and kennedy bakircioglu #happyvalentinesday,1
when your delivery get steal by a uk mail delivery driver and the police know who it be but i still dont get take seriously🙃🙃🙃,1
cheer delivery lady for drop my parcel off cover in coffee 😒👌🏼,1
cop strategy to help with tinnitus and hearing loss see a doctor wow thanks internet,1
i love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1
both kiddos have a cold i dont feel good and now i think my old be have stomach issue oh what a fun night,1
so a country that be trillion in debt with number approach 13 million on surgical waiting list and hurtle towards facism regime be talk about rescue people from a facist regime,1
