tweet_id,sarcasm_label,sarcasm_type
1061716351365013504,not_sarcastic,
1088971951648002049,not_sarcastic,
975058441629773824,sarcastic,overstatement
1076524083767140352,not_sarcastic,
1076058635216830464,not_sarcastic,
1069008258864750592,not_sarcastic,
1039993772862578688,not_sarcastic,
1091750275201740800,not_sarcastic,
677935939562311680,not_sarcastic,
1089976905946800128,not_sarcastic,
1007291760542998528,not_sarcastic,
420289727778934784,sarcastic,sarcasm
337521507775418368,not_sarcastic,
1072962577637015554,sarcastic,overstatement
1076887808210599936,not_sarcastic,
1090603356417126400,not_sarcastic,
1090958810078998528,not_sarcastic,
1065425740617924608,not_sarcastic,
563637341190123520,not_sarcastic,
562226953114361857,not_sarcastic,
1090008165444448256,not_sarcastic,
1053783946830471168,not_sarcastic,
1055089615332360192,not_sarcastic,
1052328108898963456,not_sarcastic,
1088136554407739392,sarcastic,overstatement
1091318827504361472,not_sarcastic,
1090915890739200000,not_sarcastic,
1089923735413579776,not_sarcastic,
969999311529500674,sarcastic,irony
1085603148272676864,not_sarcastic,
816204906180775936,not_sarcastic,
1045026006271242243,not_sarcastic,
323204360253345792,not_sarcastic,
1020638805634822144,sarcastic,irony
1039615095435874304,not_sarcastic,
1033045194264981510,not_sarcastic,
1032338960742264833,not_sarcastic,
1088871745313038337,not_sarcastic,
983324405462913024,not_sarcastic,
990388295338201088,not_sarcastic,
924440420893057024,not_sarcastic,
151756242690375680,not_sarcastic,
1087787147011215361,sarcastic,sarcasm
1082658794608431112,not_sarcastic,
1080861536107880449,not_sarcastic,
1079417602257154048,sarcastic,irony
1067986549990727681,not_sarcastic,
1038491906454503424,not_sarcastic,
1031895955283628033,not_sarcastic,
1025459424813572107,not_sarcastic,
1078665402132123648,sarcastic,irony
780977199230877697,not_sarcastic,
780975702703210496,not_sarcastic,
780975526668341248,not_sarcastic,
1081576541853753344,not_sarcastic,
1031944394692284416,sarcastic,irony
1083177509624205312,not_sarcastic,
1083470027733389312,not_sarcastic,
1084368148281749504,sarcastic,sarcasm
1084352926498222080,not_sarcastic,
1084337512334544899,not_sarcastic,
1083547479478394880,not_sarcastic,
1135165533807087616,sarcastic,sarcasm
1046059357346156545,not_sarcastic,
966779769487544320,not_sarcastic,
874298098196946948,not_sarcastic,
1165533415439032321,sarcastic,sarcasm
1167538684104777728,not_sarcastic,
1169890861477314562,not_sarcastic,
1168959017034682375,not_sarcastic,
630821886646206465,sarcastic,overstatement
735256852590669825,not_sarcastic,
692199238210600961,not_sarcastic,
618814225633427456,not_sarcastic,
862312726210777088,sarcastic,sarcasm
757312921751937024,not_sarcastic,
701960608045002752,not_sarcastic,
676823440746291200,not_sarcastic,
1111718945608921088,sarcastic,irony
1100826190582030336,not_sarcastic,
1098650491440037888,not_sarcastic,
1170423883561918469,not_sarcastic,
1027077052753752064,not_sarcastic,
1166813085522432002,sarcastic,irony
1165853045432954880,not_sarcastic,
1165309812344807424,not_sarcastic,
1150845574645727232,not_sarcastic,
1068208434816970752,sarcastic,irony
1008361813262643200,not_sarcastic,
943260907794247680,not_sarcastic,
1151738735030964224,not_sarcastic,
1138258742208815104,not_sarcastic,
1013411024987459584,sarcastic,irony
1158030454030839811,not_sarcastic,
1081677826204540928,not_sarcastic,
1010143065024139264,not_sarcastic,
1164987200368340992,not_sarcastic,
1164556018753257473,not_sarcastic,
1164047264991477760,not_sarcastic,
1147842925943877632,sarcastic,rhetorical question
1147552140963065857,not_sarcastic,
1146000770699071488,not_sarcastic,
881221303809843201,sarcastic,irony
905909840463224833,not_sarcastic,
1154394196167602177,not_sarcastic,
1167181535465889792,not_sarcastic,
1025291634257416192,not_sarcastic,
1057329160715165696,not_sarcastic,
1165619704507097088,not_sarcastic,
1141081665646841858,not_sarcastic,
1107930641637801985,not_sarcastic,
1002654111286906882,sarcastic,sarcasm
1003953774799486977,not_sarcastic,
1005230623957684226,not_sarcastic,
1054160798728232960,not_sarcastic,
1169698124098605056,sarcastic,irony
1165075990294515713,not_sarcastic,
1053118850986692608,not_sarcastic,
977756955287670784,not_sarcastic,
1070427585639632897,not_sarcastic,
851520173471404033,sarcastic,sarcasm
1010497939775639552,not_sarcastic,
934242456647929856,not_sarcastic,
893093220615323649,not_sarcastic,
525080807590076416,sarcastic,irony
413730793836793856,not_sarcastic,
427195925686415360,not_sarcastic,
1166845199248760842,sarcastic,irony
1146540922806722563,not_sarcastic,
1132771106698465281,not_sarcastic,
1134696338246045696,sarcastic,irony
1166833300545122305,not_sarcastic,
965698893358030849,not_sarcastic,
1044722118011887616,sarcastic,sarcasm
656204813500289024,not_sarcastic,
503282285375152128,not_sarcastic,
1169754622359166976,not_sarcastic,
1160478002016333825,not_sarcastic,
1158513477314654208,not_sarcastic,
835225457188564992,not_sarcastic,
835218108411428866,not_sarcastic,
395917836993847297,sarcastic,irony
367706240555560960,not_sarcastic,
1112127111287005191,not_sarcastic,
1037891209795182593,sarcastic,overstatement
1034889115844653059,not_sarcastic,
915398301134008320,not_sarcastic,
901665350198194177,not_sarcastic,
1101404870219751424,sarcastic,sarcasm
1112008827203919878,not_sarcastic,
1088110531385483264,not_sarcastic,
1067923961625874433,sarcastic,sarcasm
1060567333134102529,not_sarcastic,
1047688415746187264,not_sarcastic,
1155698435154219009,sarcastic,sarcasm
1154743415608938496,not_sarcastic,
1154436480812687361,not_sarcastic,
1105644608900526080,sarcastic,sarcasm
1134958327786627078,not_sarcastic,
1114983285225132033,not_sarcastic,
1166916470934315008,not_sarcastic,
1169664077435740160,not_sarcastic,
1166707085842821120,not_sarcastic,
938490445382012928,not_sarcastic,
1132825804415688709,not_sarcastic,
1113613734981918721,not_sarcastic,
1027942301476311040,not_sarcastic,
1121426247282720770,sarcastic,irony
1159480091036045313,not_sarcastic,
1156583544417914880,not_sarcastic,
938710843474284544,sarcastic,sarcasm
967095064223764481,not_sarcastic,
1169892752626085893,not_sarcastic,
1160338811802587136,not_sarcastic,
1139688875830366208,not_sarcastic,
1141109722235297792,not_sarcastic,
1157316497875841024,sarcastic,irony
1165937078686945280,not_sarcastic,
1162739442215456768,not_sarcastic,
1165319235918340096,not_sarcastic,
832056852066267148,not_sarcastic,
830932642640064517,not_sarcastic,
999882959984340992,sarcastic,sarcasm
1108628440117374976,not_sarcastic,
1093589514969366528,not_sarcastic,
709385794922881024,not_sarcastic,
873747846431989760,sarcastic,irony
868831172310294530,not_sarcastic,
857355629480038400,not_sarcastic,
841043242539986949,not_sarcastic,
997232304870318081,sarcastic,sarcasm
1128400747706617856,not_sarcastic,
1059938218228043778,not_sarcastic,
1170441930997678082,sarcastic,sarcasm
1169525729710792706,not_sarcastic,
1154875363253788677,not_sarcastic,
1154095492596264960,not_sarcastic,
1169722454421528576,not_sarcastic,
1163614349887455238,not_sarcastic,
1067553749156208641,sarcastic,sarcasm
1098600624764137473,not_sarcastic,
1094761366202781699,not_sarcastic,
1094631788310392833,not_sarcastic,
1170116067064274944,not_sarcastic,
1170080819219697668,not_sarcastic,
1166283929378349059,not_sarcastic,
1117226723005870080,sarcastic,sarcasm
1116929524388835328,not_sarcastic,
1166100045206306816,not_sarcastic,
1158186958662844416,not_sarcastic,
1153275994658283526,not_sarcastic,
1128337607795064835,not_sarcastic,
1111081938914340864,not_sarcastic,
1111076950154584065,not_sarcastic,
1165660963162509312,not_sarcastic,
1155894920772804608,sarcastic,irony
1168987143148068868,not_sarcastic,
1168581869463642113,not_sarcastic,
1170823313968570368,not_sarcastic,
1170795643524276225,not_sarcastic,
1147160856901365763,sarcastic,sarcasm
1050400397251235842,not_sarcastic,
1043202421886005249,not_sarcastic,
1039941766655426567,not_sarcastic,
975019656682594304,not_sarcastic,
947260327770644480,not_sarcastic,
843115141013147652,not_sarcastic,
1135183648506953728,sarcastic,sarcasm
1139169914776936448,not_sarcastic,
1137786182765555713,not_sarcastic,
1134190689972101120,not_sarcastic,
568134863993344000,not_sarcastic,
571580006444503040,not_sarcastic,
897547032814129156,not_sarcastic,
1170764655893057537,not_sarcastic,
1133478201181839360,not_sarcastic,
1122162295076003841,not_sarcastic,
958814258745217024,sarcastic,irony
893501183402422272,not_sarcastic,
920383999733846019,not_sarcastic,
1038837429241819136,not_sarcastic,
1163732972144607232,not_sarcastic,
1154699182030184449,not_sarcastic,
1152103648505290752,not_sarcastic,
1167725733973831681,not_sarcastic,
1164910723174215680,not_sarcastic,
261473720596561922,not_sarcastic,
266797263840493568,not_sarcastic,
278340376916541440,not_sarcastic,
1167134837825654784,not_sarcastic,
1152373847351390208,not_sarcastic,
1022225146076168193,not_sarcastic,
917384833780895751,sarcastic,sarcasm
1167656625601241090,not_sarcastic,
1167943158048538624,not_sarcastic,
1141468580845895681,not_sarcastic,
1161436786129698816,not_sarcastic,
1160350654000324608,not_sarcastic,
1159992385226461184,not_sarcastic,
1092801678271807489,sarcastic,irony
804194574172389376,not_sarcastic,
1160255810443862016,not_sarcastic,
1147893202600562689,not_sarcastic,
578116084131213312,not_sarcastic,
554723624956227584,not_sarcastic,
554053336107077633,not_sarcastic,
506163197100191744,not_sarcastic,
754070707735232513,not_sarcastic,
754071876356468737,not_sarcastic,
1169006836579782662,sarcastic,irony
1170160937149587456,not_sarcastic,
1170049909850025985,not_sarcastic,
1168957055350300673,not_sarcastic,
14209193198,not_sarcastic,
20505341078,not_sarcastic,
20936127691,not_sarcastic,
1158245852219105281,not_sarcastic,
1151497325585547265,not_sarcastic,
1169559663408533504,sarcastic,sarcasm
1153972188522917888,not_sarcastic,
1116289474147901440,not_sarcastic,
1041962475518713856,not_sarcastic,
1041963385066094592,not_sarcastic,
1147946210248056833,not_sarcastic,
1166941030970798080,not_sarcastic,
681139540631924738,not_sarcastic,
1134605563806007301,sarcastic,sarcasm
1154145877662900225,not_sarcastic,
1145811429418831874,not_sarcastic,
994394172600791040,not_sarcastic,
980517427942477824,sarcastic,irony
982149675393302528,not_sarcastic,
979741075484135424,not_sarcastic,
966674161992159234,not_sarcastic,
1021537244979621888,not_sarcastic,
1107826928621359108,sarcastic,irony
1170353568509059073,not_sarcastic,
1169483385233915904,not_sarcastic,
1169390360155578368,not_sarcastic,
1170862587518627842,not_sarcastic,
1139379739934654466,not_sarcastic,
1111446401081184256,not_sarcastic,
1170748093047988224,sarcastic,irony
1170747009273405441,not_sarcastic,
1170429377634549765,not_sarcastic,
1009012678264868869,not_sarcastic,
903561708077285376,not_sarcastic,
845370854120849408,not_sarcastic,
896413165264801792,sarcastic,sarcasm
1049025328079953921,not_sarcastic,
902528358147350530,not_sarcastic,
1167167582480359427,not_sarcastic,
1164211492012642304,not_sarcastic,
1162830304178049025,not_sarcastic,
1169763016465928192,sarcastic,irony
1170101955269672962,not_sarcastic,
1164336187600965634,not_sarcastic,
1167185494876270592,not_sarcastic,
1170781235729305600,not_sarcastic,
1166818911104491521,not_sarcastic,
1166326588331450368,not_sarcastic,
705895840087478272,sarcastic,sarcasm
1063100155610710016,not_sarcastic,
704735286505377793,not_sarcastic,
703698985756667904,not_sarcastic,
1098926303682723840,sarcastic,sarcasm
1170120700872548353,not_sarcastic,
1160996006252744704,not_sarcastic,
1169774926691061760,sarcastic,understatement
1168689958623727617,not_sarcastic,
1167228770920488960,not_sarcastic,
1166128031242448902,not_sarcastic,
1150087173900853251,not_sarcastic,
1150041218484776960,not_sarcastic,
1149448370035068934,not_sarcastic,
1148753832383569921,sarcastic,sarcasm
1156682641963438081,not_sarcastic,
1160547091128733696,not_sarcastic,
1169992873095376897,not_sarcastic,
1142044271614332928,not_sarcastic,
1114789131597549568,not_sarcastic,
1088135837471174660,not_sarcastic,
1111382064312418304,sarcastic,sarcasm
1106215039512559616,not_sarcastic,
1101568729169584128,not_sarcastic,
728392247172018176,sarcastic,sarcasm
898706466466443264,not_sarcastic,
848422903314083840,not_sarcastic,
815432995146448896,not_sarcastic,
729036250452209664,not_sarcastic,
713379483273846785,not_sarcastic,
815081663298473984,not_sarcastic,
810229933687640064,not_sarcastic,
1085266238186627077,not_sarcastic,
1048514959653720064,not_sarcastic,
1007221821282930688,not_sarcastic,
1160987531342688256,not_sarcastic,
1159058607184519168,not_sarcastic,
1108796646572347392,not_sarcastic,
1009209703585509376,not_sarcastic,
462035111538475008,not_sarcastic,
156111371984048128,not_sarcastic,
1158044011426394115,not_sarcastic,
1158039950476136449,not_sarcastic,
1158599049043480581,not_sarcastic,
1148100338676916224,sarcastic,irony
1085733821654360064,not_sarcastic,
1143745375888691203,not_sarcastic,
1022497054755627013,not_sarcastic,
901590771740033024,sarcastic,satire
899776999882842112,not_sarcastic,
877373156998230017,not_sarcastic,
1165662632860405761,not_sarcastic,
1170421621473120258,not_sarcastic,
1169935143890554881,not_sarcastic,
1168545536141594624,not_sarcastic,
1168152121604288513,not_sarcastic,
1167333900798050305,sarcastic,irony
1170547096862298113,not_sarcastic,
1168248742438416385,not_sarcastic,
643841521049927680,not_sarcastic,
687325043559272448,not_sarcastic,
644204562904014848,not_sarcastic,
1038166042357493761,not_sarcastic,
1027570007713243137,not_sarcastic,
990966874614714368,not_sarcastic,
1106288689091616768,not_sarcastic,
1103332208566329344,not_sarcastic,
1167134522661453824,not_sarcastic,
1164301219977977869,sarcastic,sarcasm
1043581207169110016,not_sarcastic,
972875764189319168,not_sarcastic,
1170752354888704001,not_sarcastic,
1170096857139339271,not_sarcastic,
1170080260433616896,not_sarcastic,
1139002736119123969,sarcastic,rhetorical question
1169661883428663297,not_sarcastic,
1169030492664057856,not_sarcastic,
1167302646534832128,not_sarcastic,
1153863450407428096,sarcastic,sarcasm
1169528796988477441,not_sarcastic,
1169044493628321792,not_sarcastic,
1167751481774223363,not_sarcastic,
1144523337386868736,not_sarcastic,
1150853693324980225,not_sarcastic,
1147919648760848385,not_sarcastic,
1133576469714653184,not_sarcastic,
1170383491999182850,sarcastic,irony
1165649660167491584,not_sarcastic,
1127973040954851329,not_sarcastic,
1169964765646655488,not_sarcastic,
1169775992560373767,not_sarcastic,
1169073855442444289,not_sarcastic,
1154868566174269440,sarcastic,satire
1164558319744212993,not_sarcastic,
1147368759616843777,sarcastic,irony
1167999495810011137,not_sarcastic,
1167276558991679488,not_sarcastic,
1168138560014290944,not_sarcastic,
1150505168850415617,not_sarcastic,
176124908319932417,not_sarcastic,
176101459220369408,not_sarcastic,
265986755465977856,not_sarcastic,
1170255006265593856,not_sarcastic,
1161385252431859712,not_sarcastic,
573560218807742464,sarcastic,overstatement
558707320184922112,not_sarcastic,
526505241643352064,not_sarcastic,
647621207567826944,not_sarcastic,
958121117729701889,not_sarcastic,
939972554957012992,not_sarcastic,
736755507122176001,not_sarcastic,
718294082188128257,not_sarcastic,
849260752288591872,not_sarcastic,
913215702982696961,not_sarcastic,
1148329939894231041,sarcastic,sarcasm
1146468560065236992,not_sarcastic,
1145890169238839297,not_sarcastic,
1001958071781019648,sarcastic,satire
1048465941355352064,not_sarcastic,
1041814789415161856,not_sarcastic,
1020022942980190208,not_sarcastic,
1128056220491890688,not_sarcastic,
1109257810120982528,not_sarcastic,
1131233830637936640,sarcastic,irony
1165451702268567553,not_sarcastic,
1131923332641808384,not_sarcastic,
1131576911925268483,not_sarcastic,
1102768280186638338,sarcastic,overstatement
1084310164566614017,not_sarcastic,
1094448355336441857,not_sarcastic,
1107813782682771458,not_sarcastic,
1120755551519039493,not_sarcastic,
1150971867869528065,sarcastic,sarcasm
1146156792382201861,not_sarcastic,
1063015351443582976,not_sarcastic,
1170317975351681024,not_sarcastic,
1129797926216228864,not_sarcastic,
1094871934595203073,sarcastic,irony
1155891759320371205,not_sarcastic,
1151058982347399168,not_sarcastic,
1146783295599972352,not_sarcastic,
736268690694381568,sarcastic,irony
967771808966553602,not_sarcastic,
831192572005642241,not_sarcastic,
775953956748931072,not_sarcastic,
1063011112818479105,sarcastic,irony
1034089380661665793,not_sarcastic,
997911918122762240,not_sarcastic,
872520616666071041,not_sarcastic,
1058203187868565505,not_sarcastic,
1100630423661658112,not_sarcastic,
1108865882011381760,not_sarcastic,
1115467941045256192,sarcastic,irony
1112987083193376768,not_sarcastic,
1112824249226616832,not_sarcastic,
809200415052951553,sarcastic,irony
809686941826301952,not_sarcastic,
795906200793595904,not_sarcastic,
1169458054607364096,not_sarcastic,
1135167731265916931,not_sarcastic,
1132403539198775297,not_sarcastic,
1157267274849562624,sarcastic,sarcasm
1135273650209398784,not_sarcastic,
1127762033892573184,not_sarcastic,
1095204237129203712,sarcastic,irony
1082664329470709773,not_sarcastic,
1073429841813389312,not_sarcastic,
1108652473856806913,not_sarcastic,
1090107547913203712,not_sarcastic,
1086078409283821568,not_sarcastic,
1035289326853214209,sarcastic,irony
1050430922737233920,not_sarcastic,
1026283544153337856,not_sarcastic,
979395926447009794,not_sarcastic,
1127196844361228290,sarcastic,rhetorical question
1127183638158872576,not_sarcastic,
1108933278348697602,not_sarcastic,
1098393696352038912,not_sarcastic,
1362876327,sarcastic,irony
1510073582,not_sarcastic,
1356772142,not_sarcastic,
1333557067,not_sarcastic,
1169203068858245120,not_sarcastic,
1168960492746027009,not_sarcastic,
1168612763146625024,not_sarcastic,
1167897372510150663,not_sarcastic,
1150283640200454144,sarcastic,rhetorical question
1159671642395697152,not_sarcastic,
515335156790726656,sarcastic,irony
505836054617026560,not_sarcastic,
512583260405518336,not_sarcastic,
374663814928953344,not_sarcastic,
960941980216971264,not_sarcastic,
1101426589374578688,not_sarcastic,
1010879552787185664,not_sarcastic,
699598952811745280,not_sarcastic,
676779525284347904,not_sarcastic,
800092986562355200,sarcastic,irony
741281798798364674,not_sarcastic,
705839405462728704,not_sarcastic,
731386608763600896,not_sarcastic,
1169426297472159744,not_sarcastic,
1007747766968254470,sarcastic,sarcasm
1004729888451055616,not_sarcastic,
1016818925206568962,not_sarcastic,
1151193220271038464,not_sarcastic,
1158871759636107266,not_sarcastic,
1130278079048368128,not_sarcastic,
624183141192708097,not_sarcastic,
666852796445003776,not_sarcastic,
1025896539821142022,not_sarcastic,
1100905730398248961,sarcastic,irony
1084098914683219974,not_sarcastic,
1079613328853368833,not_sarcastic,
1092180044221480963,not_sarcastic,
1100262922088005632,not_sarcastic,
1105104578616442880,not_sarcastic,
1169001968381104128,not_sarcastic,
1169316997089226752,not_sarcastic,
1169343891704705024,not_sarcastic,
1152744737163620352,sarcastic,sarcasm
1155698754722369539,not_sarcastic,
1169301065336086528,not_sarcastic,
1168945592325857280,not_sarcastic,
246431345549639680,not_sarcastic,
245790152214073344,not_sarcastic,
249234366591557632,not_sarcastic,
208329099683446784,not_sarcastic,
1021392450634633218,not_sarcastic,
984999118438391809,sarcastic,sarcasm
1060720449598955530,not_sarcastic,
559795438254297088,not_sarcastic,
1149441084549763072,not_sarcastic,
1149523658907369472,not_sarcastic,
1147348024886214656,not_sarcastic,
1170223634717261824,not_sarcastic,
1170190256328642560,not_sarcastic,
1170174054411776001,not_sarcastic,
1066449387524685825,not_sarcastic,
869457442089951232,not_sarcastic,
848317610341134337,not_sarcastic,
1130650191625957377,sarcastic,irony
1154325022258946048,not_sarcastic,
1134641638549200896,not_sarcastic,
1130652461943992325,not_sarcastic,
636084194670608388,sarcastic,irony
629095787088117760,not_sarcastic,
617913279952752640,not_sarcastic,
1160432938347061249,sarcastic,satire
1161471865610756098,not_sarcastic,
1162222801081647105,not_sarcastic,
1170855124413177856,sarcastic,irony
1170138229317804032,not_sarcastic,
1169034422596853760,not_sarcastic,
1114682761204441088,not_sarcastic,
1133462858061291520,not_sarcastic,
1168268332811849730,not_sarcastic,
1146901940921622528,sarcastic,irony
1140085615163334656,not_sarcastic,
1152037193160056833,not_sarcastic,
944648513257959425,not_sarcastic,
1135793596727271424,sarcastic,overstatement
1151358733924147200,not_sarcastic,
1134633369965408256,not_sarcastic,
1169409540527407104,not_sarcastic,
1169083400776540160,not_sarcastic,
266035089681559552,sarcastic,overstatement
264866365515644928,not_sarcastic,
264520190686031872,not_sarcastic,
1164645581416828928,sarcastic,rhetorical question
1134329996980310016,not_sarcastic,
1132284227259494400,not_sarcastic,
208259133273673730,sarcastic,irony
217167090971443202,not_sarcastic,
216165717412823041,not_sarcastic,
868666842717577216,not_sarcastic,
38061960029409280,not_sarcastic,
10517751122628609,not_sarcastic,
1161913554280374272,sarcastic,sarcasm
1143412997982969856,not_sarcastic,
1146549678726664193,not_sarcastic,
1146550291745128449,not_sarcastic,
1170400180937658372,not_sarcastic,
1144770367048822784,not_sarcastic,
1150293185509433344,not_sarcastic,
604394311195738113,not_sarcastic,
771298397399748609,not_sarcastic,
1126769569463320576,not_sarcastic,
1165623457935241216,not_sarcastic,
1160026370451394560,not_sarcastic,
1157862590095200258,not_sarcastic,
1080207984725245952,not_sarcastic,
1103076808084332544,not_sarcastic,
1107513515596750849,not_sarcastic,
1149760983943897088,sarcastic,irony
1144329174884204545,not_sarcastic,
1141404056063303680,not_sarcastic,
1129149972832817153,not_sarcastic,
642109770133073920,not_sarcastic,
625401495014494209,not_sarcastic,
1168216223626268672,not_sarcastic,
857946691999281152,not_sarcastic,
1150532361035100161,not_sarcastic,
1138732159894806528,not_sarcastic,
1033181807662039040,sarcastic,sarcasm
1069712438633873414,not_sarcastic,
1046448481399910400,not_sarcastic,
1024666542687092737,not_sarcastic,
1038042591370067969,not_sarcastic,
805237358002077696,not_sarcastic,
797129338097385472,not_sarcastic,
1080903997181947904,not_sarcastic,
1080899896104767489,not_sarcastic,
1080903498185596928,not_sarcastic,
1032692711298686976,sarcastic,sarcasm
1072738307698819072,not_sarcastic,
1168018764413038592,not_sarcastic,
1164301865372139521,not_sarcastic,
1142804075374735360,not_sarcastic,
1168282714006532097,sarcastic,irony
1164916717237231616,not_sarcastic,
1163072393285382144,not_sarcastic,
1134140570207756288,not_sarcastic,
1141266191450816512,not_sarcastic,
1144733414651809792,not_sarcastic,
1151556810085736455,not_sarcastic,
1165936565668995072,not_sarcastic,
122097497119264768,sarcastic,sarcasm
500907106690551808,not_sarcastic,
1149433581133058048,not_sarcastic,
508392065516855296,not_sarcastic,
1138187269628735488,sarcastic,irony
1099454950516682752,not_sarcastic,
1168469712973512704,sarcastic,sarcasm
1170818488816025601,not_sarcastic,
1169284038324031489,not_sarcastic,
1168826397059670016,not_sarcastic,
1161377576918683648,not_sarcastic,
1117074635831562240,not_sarcastic,
975821845394997249,not_sarcastic,
969054519010017280,not_sarcastic,
1169182958269489152,not_sarcastic,
1168797725053394944,not_sarcastic,
1165964095243374592,not_sarcastic,
1139184271053033472,sarcastic,rhetorical question
1139058121391783936,not_sarcastic,
1139058122687803392,not_sarcastic,
1139029806312333312,not_sarcastic,
929865471532208128,not_sarcastic,
899866678229704704,not_sarcastic,
887172483002052608,not_sarcastic,
573264313294704643,sarcastic,irony
671704135578886144,not_sarcastic,
730374123659104256,not_sarcastic,
791373246721581056,not_sarcastic,
1009315962179514368,not_sarcastic,
1014828273459703809,not_sarcastic,
651319618674495488,not_sarcastic,
927668780544733185,sarcastic,irony
937064726743474177,not_sarcastic,
954860374993580032,not_sarcastic,
567724409499435008,sarcastic,irony
560566842272796672,not_sarcastic,
559112655039102976,not_sarcastic,
1091754394121658373,not_sarcastic,
1089790022038052864,not_sarcastic,
982025814656110592,sarcastic,sarcasm
1036733763164807168,not_sarcastic,
